City,District,Quarter,Net m²,Number of Rooms,Building Age,Floor Location,Number of Floors,Heating,Number of Baths,Balcony,Furnished,Price
Aydın,Efeler,Zafer,50,2+0,5-10 arası,4,5,Doğalgaz (Kombi),1,Var,Evet,885000
Aydın,Efeler,Kurtuluş,90,2+1,31 ve üzeri,6,7,Merkezi,1,Var,Evet,1500000
Aydın,Efeler,Orta,50,1+1,0,3,4,Doğalgaz (Kombi),1,Yok,Hayır,590000
Aydın,Efeler,Orta,50,1+1,4,1,4,Doğalgaz (Kombi),1,Yok,Evet,695000
Aydın,Efeler,Cumhuriyet,120,3+1,16-20 arası,3,3,Klima,1,Var,Hayır,900000
Aydın,Efeler,Girne,110,3+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1570000
Aydın,Efeler,Mimar Sinan,145,3+1,16-20 arası,5,12,Doğalgaz (Kombi),2,Var,Hayır,2150000
Aydın,Efeler,Kemer,145,3+1,11-15 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Kurtuluş,65,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Zeybek,300,5+1,0,4,4,Doğalgaz (Kombi),3,Var,Hayır,3200000
Aydın,Efeler,Orta,130,3+1,26-30 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Fatih,165,3+1,5-10 arası,5,7,Doğalgaz (Kombi),2,Var,Hayır,2420000
Aydın,Efeler,Adnan Menderes,160,3+1,0,4,4,Yerden Isıtma,2,Var,Hayır,2750000
Aydın,Efeler,Orta,75,2+1,5-10 arası,2,5,Doğalgaz (Kombi),1,Var,Evet,865000
Aydın,Efeler,Fatih,195,3+1,0,2,3,Doğalgaz (Kombi),2,Var,Hayır,2230000
Aydın,Efeler,Tepecik,120,3+1,0,3,4,Merkezi,2,Var,Belirtilmemiş,2750000
Aydın,Efeler,Fatih,210,4+1,5-10 arası,6,6,Doğalgaz (Kombi),3,Var,Hayır,3250000
Aydın,Efeler,Efeler,110,3+1,0,4,4,Doğalgaz (Kombi),1,Var,Hayır,1900000
Aydın,Efeler,Girne,120,3+1,11-15 arası,1,4,Doğalgaz (Kombi),2,Var,Hayır,1175000
Aydın,Efeler,Orta,130,3+0,5-10 arası,8,8,Merkezi (Pay Ölçer),2,Var,Hayır,1450000
Aydın,Efeler,Ata,190,4+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,2100000
Aydın,Efeler,Fatih,120,3+1,1,1,4,Yerden Isıtma,2,Var,Hayır,2350000
Aydın,Efeler,Orta,50,1+1,3,3,4,Klima,1,Var,Evet,700000
Aydın,Efeler,Cuma,49,1+1,4,6,6,Doğalgaz (Kombi),1,Var,Hayır,835000
Aydın,Efeler,Orta,45,1+1,4,1,4,Klima,1,Yok,Evet,630000
Aydın,Efeler,Ata,130,3+1,5-10 arası,Yüksek Giriş,6,Doğalgaz (Kombi),2,Var,Hayır,1290000
Aydın,Efeler,Mimar Sinan,60,1+1,4,3,3,Doğalgaz (Kombi),1,Var,Evet,975000
Aydın,Efeler,Zeybek,140,3+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,1600000
Aydın,Efeler,Orta,50,1+1,5-10 arası,5,5,Merkezi,1,Var,Evet,850000
Aydın,Efeler,Orta,65,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Evet,1150000
Aydın,Efeler,,140,3+1,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,820000
Aydın,Efeler,Efeler,95,3+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Orta,55,1+1,3,2,4,Merkezi,1,Yok,Evet,765000
Aydın,Efeler,Yedi Eylül,130,3+1,11-15 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,1700000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,80,3+1,21-25 arası,3,5,Klima,1,Var,Hayır,790000
Aydın,Efeler,Zafer,45,1+1,4,1,4,Merkezi,1,Var,Belirtilmemiş,650000
Aydın,Efeler,Efeler,180,4+1,21-25 arası,2,5,Doğalgaz (Kombi),2,Var,Hayır,2150000
Aydın,Efeler,Efeler,195,5+1,5-10 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,2400000
Aydın,Efeler,Ata,90,2+1,0,2,3,Yerden Isıtma,1,Var,Hayır,1300000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,45,1+1,4,6,6,Doğalgaz (Kombi),1,Yok,Hayır,900000
Aydın,Efeler,Adnan Menderes,155,3+1,0,3,8,Doğalgaz (Kombi),2,Var,Hayır,3800000
Aydın,Efeler,Cumhuriyet,110,3+1,26-30 arası,1,4,Klima,1,Var,Hayır,780000
Aydın,Efeler,Mesudiye,95,2+1,26-30 arası,1,4,Soba,1,Var,Hayır,750000
Aydın,Efeler,Efeler,120,3+1,26-30 arası,2,5,Soba,1,Var,Hayır,685000
Aydın,Efeler,Girne,115,3+1,0,3,3,Yerden Isıtma,2,Var,Hayır,2100000
Aydın,Efeler,Güzelhisar,147,3+1,26-30 arası,1,5,Doğalgaz (Kombi),1,Var,Hayır,1750000
Aydın,Efeler,Kemer,80,2+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1500000
Aydın,Efeler,Zeybek,135,3+1,5-10 arası,3,5,Doğalgaz (Kombi),2,Var,Hayır,1610000
Aydın,Efeler,Tepecik,120,3+1,0,1,3,Merkezi,2,Var,Hayır,2550000
Aydın,Efeler,Meşrutiyet,125,4+1,26-30 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,885000
Aydın,Efeler,Mesudiye,75,2+1,1,3,3,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Cumhuriyet,200,4+1,4,4,5,Merkezi (Pay Ölçer),3,Var,Hayır,2650000
Aydın,Efeler,Köprülü - Veysipaşa,105,3+1,31 ve üzeri,Müstakil,3,Yok,3,Var,Hayır,1050000
Aydın,Efeler,Köprülü - Veysipaşa,105,3+1,31 ve üzeri,Müstakil,3,Yok,3,Var,Hayır,1050000
Aydın,Efeler,Zafer,130,3+1,16-20 arası,6,6,Doğalgaz (Kombi),1,Var,Hayır,1500000
Aydın,Efeler,Zafer,45,1+1,0,2,4,Yerden Isıtma,1,Var,Hayır,1430000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,110,3+1,31 ve üzeri,3,4,Soba,1,Var,Hayır,820000
Aydın,Efeler,Adnan Menderes,140,3+1,2,3,7,Doğalgaz (Kombi),2,Var,Hayır,2925000
Aydın,Efeler,Orta,50,1+1,5-10 arası,Giriş Altı Kot 3,5,Klima,1,Var,Hayır,750000
Aydın,Efeler,Kurtuluş,170,3+1,5-10 arası,2,4,Doğalgaz (Kombi),2,Var,Hayır,1700000
Aydın,Efeler,Ata,100,2+1,5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1395000
Aydın,Efeler,Kurtuluş,30,Stüdyo (1+0),5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,664500
Aydın,Efeler,Mimar Sinan,250,5+1,16-20 arası,7,7,Merkezi,3,Var,Hayır,4500000
Aydın,Efeler,Kurtuluş,100,3+1,0,4,4,Doğalgaz (Kombi),1,Var,Hayır,1650000
Aydın,Efeler,Cumhuriyet,140,4+1,11-15 arası,6,6,Doğalgaz (Kombi),2,Var,Hayır,2275000
Aydın,Efeler,Girne,240,6+1,5-10 arası,4,4,Doğalgaz (Kombi),3,Var,Hayır,2380000
Aydın,Efeler,Adnan Menderes,120,3+1,21-25 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,1100000
Aydın,Efeler,Kemer,175,3+1,5-10 arası,1,6,Doğalgaz (Kombi),2,Var,Hayır,2375000
Aydın,Efeler,Mimar Sinan,150,3+1,5-10 arası,12,12,Merkezi (Pay Ölçer),2,Var,Hayır,3200000
Aydın,Efeler,Ata,115,2+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1700000
Aydın,Efeler,Zafer,120,3+1,21-25 arası,Giriş Altı Kot 2,5,Soba,1,Var,Evet,875000
Aydın,Efeler,Orta,50,1+1,5-10 arası,4,4,Yok,1,Var,Hayır,620000
Aydın,Efeler,Cumhuriyet,50,1+1,4,4,5,Doğalgaz (Kombi),1,Var,Evet,1100000
Aydın,Efeler,Orta,100,3+1,4,6,6,Merkezi (Pay Ölçer),2,Var,Hayır,1550000
Aydın,Efeler,Cumhuriyet,140,3+1,0,1,5,Yerden Isıtma,2,Var,Hayır,2250000
Aydın,Efeler,Girne,120,3+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,1550000
Aydın,Efeler,Girne,100,2+1,26-30 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1200000
Aydın,Efeler,Orta,52,1+1,5-10 arası,2,5,Doğalgaz (Kombi),1,Var,Evet,660000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,88,2+1,31 ve üzeri,2,5,Doğalgaz (Kombi),1,Var,Hayır,865000
Aydın,Efeler,Zafer,40,1+1,5-10 arası,1,4,Klima,1,Var,Evet,585000
Aydın,Efeler,Efeler,120,3+1,31 ve üzeri,Yüksek Giriş,3,Yok,1,Var,Hayır,640000
Aydın,Efeler,Ata,125,3+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1450000
Aydın,Efeler,Yedi Eylül,152,3+1,26-30 arası,7,7,Doğalgaz (Kombi),1,Var,Hayır,1650000
Aydın,Efeler,Zafer,45,1+1,0,1,4,Doğalgaz (Kombi),4,Var,Hayır,770000
Aydın,Efeler,Zafer,55,1+1,1,1,1,Yerden Isıtma,1,Var,Evet,890000
Aydın,Efeler,Ata,130,3+1,0,3,4,Yerden Isıtma,3,Var,Hayır,1350000
Aydın,Efeler,Efeler,115,3+1,16-20 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,1390000
Aydın,Efeler,Meşrutiyet,80,2+1,21-25 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,785000
Aydın,Efeler,Cuma,90,2+1,21-25 arası,3,4,Yok,1,Var,Hayır,720000
Aydın,Efeler,Ata,128,3+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1500000
Aydın,Efeler,Mesudiye,165,3+1,26-30 arası,3,4,Soba,1,Var,Hayır,960000
Aydın,Efeler,Efeler,140,3+1,0,3,4,Yerden Isıtma,2,Var,Hayır,2500000
Aydın,Efeler,Cumhuriyet,45,1+1,0,4,5,Doğalgaz (Kombi),1,Yok,Hayır,1700000
Aydın,Efeler,Zafer,40,1+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Yok,Evet,640000
Aydın,Efeler,Orta,50,1+1,0,3,4,Doğalgaz (Kombi),1,Var,Evet,950000
Aydın,Efeler,Orta,65,2+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,830000
Aydın,Efeler,Cumhuriyet,90,3+1,21-25 arası,Zemin Kat,5,Doğalgaz (Kombi),1,Yok,Hayır,890000
Aydın,Efeler,Girne,135,3+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,2225000
Aydın,Efeler,Girne,100,2+1,0,1,3,Doğalgaz (Kombi),1,Var,Hayır,1550000
Aydın,Efeler,Fatih,140,3+1,5-10 arası,3,5,Doğalgaz (Kombi),1,Var,Hayır,1999000
Aydın,Efeler,Ata,85,2+1,0,1,3,Yerden Isıtma,1,Var,Hayır,1300000
Aydın,Efeler,Güzelhisar,100,2+1,4,4,5,Doğalgaz (Kombi),1,Var,Hayır,1270000
Aydın,Efeler,Meşrutiyet,110,3+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,1980000
Aydın,Efeler,Adnan Menderes,230,4+1,5-10 arası,8,10,Merkezi,2,Var,Hayır,4000000
Aydın,Efeler,Güzelhisar,120,3+1,21-25 arası,7,7,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Cuma,60,1+1,0,1,4,Doğalgaz (Kombi),1,Var,Hayır,850000
Aydın,Efeler,Güzelhisar,100,2+1,16-20 arası,2,7,Doğalgaz (Kombi),2,Var,Hayır,1000000
Aydın,Efeler,Kurtuluş,156,3+1,26-30 arası,3,4,Doğalgaz (Kombi),2,Var,Hayır,1250000
Aydın,Efeler,Orta,75,2+1,3,4,4,Doğalgaz (Kombi),1,Var,Hayır,900000
Aydın,Efeler,Meşrutiyet,40,1+1,5-10 arası,1,5,Doğalgaz (Kombi),1,Var,Evet,750000
Aydın,Efeler,Meşrutiyet,115,3+1,11-15 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,1850000
Aydın,Efeler,Adnan Menderes,95,2+1,0,Bahçe Katı,8,Merkezi,2,Var,Hayır,2700000
Aydın,Efeler,Efeler,150,3+1,0,2,4,Doğalgaz (Kombi),2,Var,Hayır,2650000
Aydın,Efeler,Girne,135,3+1,5-10 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,2600000
Aydın,Efeler,Adnan Menderes,130,3+1,26-30 arası,Yüksek Giriş,3,Doğalgaz (Kombi),1,Var,Hayır,840000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,135,3+1,21-25 arası,5,5,Klima,1,Var,Hayır,775000
Aydın,Efeler,Cumhuriyet,210,4+1,11-15 arası,1,6,Doğalgaz (Kombi),2,Var,Hayır,2380000
Aydın,Efeler,Efeler,120,3+1,11-15 arası,1,5,Doğalgaz (Kombi),2,Var,Hayır,1700000
Aydın,Efeler,,145,3+1,3,3,8,Yerden Isıtma,2,Var,Hayır,2650000
Aydın,Efeler,Mimar Sinan,180,3+1,16-20 arası,5,7,Doğalgaz (Kombi),1,Var,Hayır,2100000
Aydın,Efeler,Ata,120,2+1,1,1,4,Kat Kaloriferi,1,Var,Hayır,1550000
Aydın,Efeler,Zafer,40,1+1,5-10 arası,1,4,Klima,1,Var,Evet,635000
Aydın,Efeler,Zafer,45,1+1,0,4,4,Doğalgaz (Kombi),1,Var,Hayır,680000
Aydın,Efeler,Orta,50,1+1,5-10 arası,2,4,Yok,1,Var,Hayır,625000
Aydın,Efeler,Mimar Sinan,98,2+1,3,2,2,Doğalgaz (Kombi),1,Var,Hayır,1350000
Aydın,Efeler,Mimar Sinan,150,3+1,16-20 arası,4,8,Merkezi,2,Var,Hayır,1750000
Aydın,Efeler,Ata,85,2+1,0,3,4,Yerden Isıtma,1,Var,Hayır,1100000
Aydın,Efeler,Efeler,120,3+1,16-20 arası,Yüksek Giriş,5,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Meşrutiyet,70,2+1,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,1100000
Aydın,Efeler,Mesudiye,80,2+1,16-20 arası,3,4,Klima,1,Var,Hayır,715000
Aydın,Efeler,Fatih,80,2+1,3,1,4,Merkezi,1,Var,Hayır,1600000
Aydın,Efeler,Orta,60,1+1,26-30 arası,1,5,Yok,1,Var,Hayır,500000
Aydın,Efeler,Cumhuriyet,40,1+1,5-10 arası,5,5,Merkezi,1,Yok,Evet,980000
Aydın,Efeler,Orta,70,2+1,4,3,4,Klima,1,Var,Hayır,850000
Aydın,Efeler,Orta,130,3+1,26-30 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Mimar Sinan,150,3+1,3,3,3,Doğalgaz (Kombi),2,Var,Hayır,2000000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,110,3+1,0,2,5,Doğalgaz (Kombi),1,Var,Hayır,1750000
Aydın,Efeler,Ata,145,4+1,0,3,3,Doğalgaz (Kombi),2,Var,Hayır,1675000
Aydın,Efeler,Cumhuriyet,165,3+1,21-25 arası,1,12,Merkezi (Pay Ölçer),2,Var,Hayır,2000000
Aydın,Efeler,Girne,145,3+1,11-15 arası,6,7,Merkezi,1,Var,Hayır,2650000
Aydın,Efeler,Tepecik,110,3+1,0,2,3,Merkezi,1,Var,Hayır,2550000
Aydın,Efeler,Tepecik,110,3+1,0,2,3,Merkezi,1,Var,Hayır,2550000
Aydın,Efeler,Fatih,110,3+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1700000
Aydın,Efeler,Zeybek,180,4.5+1,0,1,8,Yerden Isıtma,2,Var,Hayır,4650000
Aydın,Efeler,Cumhuriyet,90,3+1,21-25 arası,Zemin Kat,5,Doğalgaz (Kombi),1,Var,Hayır,890000
Aydın,Efeler,Cumhuriyet,60,2+1,5-10 arası,Yüksek Giriş,5,Doğalgaz (Kombi),1,Var,Hayır,850000
Aydın,Efeler,Cumhuriyet,120,2.5+1,16-20 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1350000
Aydın,Efeler,Mimar Sinan,220,4+1,11-15 arası,1,7,Doğalgaz (Kombi),2,Var,Belirtilmemiş,2250000
Aydın,Efeler,Meşrutiyet,105,3+1,0,4,4,Doğalgaz (Kombi),1,Var,Hayır,1750000
Aydın,Efeler,Cumhuriyet,100,2+1,0,1,5,Doğalgaz (Kombi),2,Yok,Hayır,1800000
Aydın,Efeler,Ata,35,1+1,0,Zemin Kat,3,Doğalgaz (Kombi),1,Yok,Hayır,900000
Aydın,Efeler,Orta,80,2+1,4,3,5,Klima,1,Var,Evet,880000
Aydın,Efeler,Kemer,75,2+1,1,2,3,Doğalgaz (Kombi),1,Var,Evet,1250000
Aydın,Efeler,Tepecik,130,3+1,0,1,5,Yerden Isıtma,2,Var,Hayır,2550000
Aydın,Efeler,Kurtuluş,130,3+1,26-30 arası,6,7,Doğalgaz (Kombi),1,Var,Hayır,1575000
Aydın,Efeler,Ata,225,5+1,0,3,3,Doğalgaz (Kombi),3,Var,Hayır,2200000
Aydın,Efeler,Mimar Sinan,145,3+1,5-10 arası,1,3,Doğalgaz (Kombi),2,Var,Hayır,2370000
Aydın,Efeler,Mimar Sinan,120,3+1,2,1,4,Doğalgaz (Kombi),2,Var,Hayır,2250000
Aydın,Efeler,Mimar Sinan,150,3+1,11-15 arası,1,7,Doğalgaz (Kombi),2,Var,Hayır,2300000
Aydın,Efeler,Orta,95,2+1,5-10 arası,3,4,Doğalgaz (Kombi),1,Var,Hayır,900000
Aydın,Efeler,Fatih,150,3+1,11-15 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,1650000
Aydın,Efeler,Orta,55,1+1,1,2,3,Doğalgaz (Kombi),1,Yok,Hayır,680000
Aydın,Efeler,Cumhuriyet,135,3+1,0,5,5,Doğalgaz (Kombi),1,Var,Hayır,2500000
Aydın,Efeler,Zafer,30,Stüdyo (1+0),3,Yüksek Giriş,3,Yok,1,Yok,Hayır,485000
Aydın,Efeler,Zeybek,110,3+1,5-10 arası,2,4,Doğalgaz (Kombi),1,Var,Hayır,1480000
Aydın,Efeler,Mimar Sinan,80,2+1,3,1,3,Doğalgaz (Kombi),1,Var,Hayır,1400000
Aydın,Efeler,Efeler,120,3+1,21-25 arası,4,5,Doğalgaz (Kombi),1,Var,Hayır,1150000
Aydın,Efeler,Zafer,45,1+1,0,2,4,Doğalgaz (Kombi),1,Yok,Hayır,700000
Aydın,Efeler,Kurtuluş,240,5+1,5-10 arası,5,5,Doğalgaz (Kombi),3,Var,Hayır,2750000
Aydın,Efeler,Girne,155,3+1,16-20 arası,3,7,Merkezi,2,Var,Hayır,1850000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,130,3+1,26-30 arası,Yüksek Giriş,4,Yok,1,Yok,Hayır,765000
Aydın,Efeler,Orta,75,2+1,3,3,4,Doğalgaz (Kombi),1,Var,Evet,850000
Aydın,Efeler,,100,2+1,4,Giriş Altı Kot 3,5,Soba,1,Var,Evet,555000
Aydın,Efeler,Orta,45,1+1,1,5,5,Yok,1,Yok,Evet,535000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,135,3+1,31 ve üzeri,5,7,Yok,1,Var,Hayır,915000
Aydın,Efeler,Zafer,50,1+1,4,4,4,Doğalgaz (Kombi),1,Var,Evet,760000
Aydın,Efeler,Orta,40,1+1,0,3,4,Doğalgaz (Kombi),1,Yok,Hayır,600000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,150,3+1,31 ve üzeri,4,4,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Cuma,55,1+1,5-10 arası,5,5,Klima,1,Var,Evet,875000
Aydın,Efeler,Fatih,120,3+1,16-20 arası,Yüksek Giriş,6,Doğalgaz (Kombi),1,Var,Hayır,750000
Aydın,Efeler,Orta,90,2+1,21-25 arası,5,5,Yok,1,Var,Hayır,830000
Aydın,Efeler,Mimar Sinan,130,3+1,0,6,6,Doğalgaz (Kombi),1,Var,Hayır,2625000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,85,2+1,0,2,5,Doğalgaz (Kombi),1,Var,Hayır,1500000
Aydın,Efeler,Cumhuriyet,130,3+1,21-25 arası,3,5,Soba,1,Var,Hayır,950000
Aydın,Efeler,Köprülü - Veysipaşa,160,3+1,31 ve üzeri,3,3,Soba,1,Var,Hayır,1200000
Aydın,Efeler,Güzelhisar,150,3+1,16-20 arası,3,5,Merkezi,1,Var,Hayır,1375000
Aydın,Efeler,Ata,178,3+1,4,2,2,Doğalgaz (Kombi),1,Var,Evet,1895000
Aydın,Efeler,Mimar Sinan,130,3+1,16-20 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,1650000
Aydın,Efeler,Girne,240,5+1,4,3,3,Doğalgaz (Kombi),3,Var,Hayır,3250000
Aydın,Efeler,Kemer,150,3+1,4,6,6,Doğalgaz (Kombi),2,Var,Hayır,2750000
Aydın,Efeler,Zeybek,370,5+1,0,4,4,Doğalgaz (Kombi),2,Var,Hayır,3200000
Aydın,Efeler,Mimar Sinan,300,5+1,11-15 arası,3,3,Doğalgaz (Kombi),4,Var,Hayır,3600000
Aydın,Efeler,Kurtuluş,110,3+1,31 ve üzeri,3,4,Klima,1,Var,Hayır,900000
Aydın,Efeler,Fatih,200,5+1,5-10 arası,5,5,Doğalgaz (Kombi),2,Var,Hayır,2300000
Aydın,Efeler,Efeler,155,4+1,5-10 arası,1,3,Doğalgaz (Kombi),2,Var,Belirtilmemiş,2850000
Aydın,Efeler,Adnan Menderes,130,3+1,0,3,4,Doğalgaz (Kombi),2,Var,Hayır,2250000
Aydın,Efeler,Ata,220,5+1,0,3,3,Doğalgaz (Kombi),3,Var,Hayır,2150000
Aydın,Efeler,Kurtuluş,150,3+1,0,3,5,Doğalgaz (Kombi),1,Var,Hayır,1850000
Aydın,Efeler,Ata,100,2+1,0,3,4,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Girne,135,3+1,2,2,4,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Ata,100,2+1,5-10 arası,4,4,Doğalgaz (Kombi),1,Var,Hayır,1540000
Aydın,Efeler,Orta,70,1+1,11-15 arası,4,4,Doğalgaz (Kombi),2,Var,Evet,850000
Aydın,Efeler,Mimar Sinan,160,3+1,5-10 arası,3,8,Merkezi,2,Var,Hayır,4500000
Aydın,Efeler,Mesudiye,60,1+1,4,3,4,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,40,1+1,4,2,2,Klima,1,Yok,Hayır,675000
Aydın,Efeler,Efeler,250,5+1,5-10 arası,5,5,Doğalgaz (Kombi),3,Var,Hayır,3250000
Aydın,Efeler,Fatih,160,3+1,4,3,4,Doğalgaz (Kombi),2,Var,Hayır,2150000
Aydın,Efeler,Zafer,45,1+1,0,2,6,Doğalgaz (Kombi),1,Yok,Hayır,1100000
Aydın,Efeler,Zafer,45,1+1,0,2,6,Doğalgaz (Kombi),1,Yok,Hayır,1100000
Aydın,Efeler,Mesudiye,80,2+1,2,2,3,Doğalgaz (Kombi),1,Var,Hayır,1050000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,65,2+0,3,1,2,Doğalgaz (Kombi),1,Yok,Evet,780000
Aydın,Efeler,Mesudiye,90,2+1,5-10 arası,1,2,Merkezi,1,Var,Hayır,990000
Aydın,Efeler,Meşrutiyet,120,3+1,16-20 arası,1,4,Doğalgaz (Kombi),1,Var,Hayır,1620000
Aydın,Efeler,Yedi Eylül,120,3+1,16-20 arası,6,6,Klima,1,Var,Hayır,2600000
Aydın,Efeler,Adnan Menderes,135,3+1,16-20 arası,Zemin Kat,3,Soba,1,Var,Hayır,1100000
Aydın,Efeler,Efeler,65,2+1,0,2,4,Doğalgaz (Kombi),1,Var,Hayır,1150000
Aydın,Efeler,Cumhuriyet,127,3+1,16-20 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,1300000
Aydın,Efeler,Ata,120,3+1,0,3,5,Yerden Isıtma,1,Var,Hayır,1450000
Aydın,Efeler,Mimar Sinan,200,5+1,5-10 arası,3,3,Doğalgaz (Kombi),2,Var,Hayır,3600000
Aydın,Efeler,Zafer,160,2+1,21-25 arası,5,5,Yok,1,Var,Hayır,660000
Aydın,Efeler,Orta,50,1+1,3,2,4,Kat Kaloriferi,1,Var,Evet,648000
Aydın,Efeler,Mimar Sinan,190,3+1,4,3,3,Doğalgaz (Kombi),2,Var,Hayır,2220000
Aydın,Efeler,Cumhuriyet,180,4+1,16-20 arası,4,7,Merkezi,2,Var,Hayır,3200000
Aydın,Efeler,Ata,97,2+1,0,2,3,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Ata,140,3+1,21-25 arası,2,4,Doğalgaz (Kombi),1,Var,Evet,965000
Aydın,Efeler,Ata,90,2+1,0,2,4,Yerden Isıtma,1,Var,Hayır,1200000
Aydın,Efeler,Zafer,50,2+0,5-10 arası,4,4,Klima,1,Var,Evet,700000
Aydın,Efeler,Orta,45,1+1,0,2,4,Doğalgaz (Kombi),1,Var,Evet,875000
Aydın,Efeler,Köprülü - Veysipaşa,140,2+1,31 ve üzeri,1,3,Soba,1,Var,Hayır,850000
Aydın,Efeler,Orta,40,1+1,0,3,5,Doğalgaz (Kombi),1,Yok,Hayır,582500
Aydın,Efeler,Güzelhisar,90,2+1,26-30 arası,2,6,Doğalgaz (Kombi),1,Var,Hayır,1250000
Aydın,Efeler,Efeler,155,4+1,0,5,5,Doğalgaz (Kombi),2,Var,Hayır,2450000
Aydın,Efeler,Mimar Sinan,148,3+1,11-15 arası,3,8,Doğalgaz (Kombi),1,Var,Hayır,2600000
Aydın,Efeler,Ata,155,3+1,3,3,6,Doğalgaz (Kombi),2,Var,Hayır,3150000
Aydın,Efeler,Girne,230,4+1,4,4,4,Doğalgaz (Kombi),2,Var,Hayır,2500000
Aydın,Efeler,Mimar Sinan,120,3+1,16-20 arası,3,4,Klima,1,Var,Hayır,1150000
Aydın,Efeler,Hasanefendi - Ramazan Paşa,75,2+1,4,2,3,Doğalgaz (Kombi),1,Var,Hayır,1040000
Aydın,Efeler,Yedi Eylül,100,2+1,0,6,7,Doğalgaz (Kombi),1,Var,Hayır,2250000
Aydın,Efeler,Mimar Sinan,165,3+1,5-10 arası,8,8,Merkezi,2,Var,Hayır,2990000
Aydın,Efeler,Meşrutiyet,120,3+1,21-25 arası,4,4,Yok,1,Var,Hayır,1150000
Aydın,Efeler,Köprülü - Veysipaşa,98,2+1,26-30 arası,2,3,Soba,1,Var,Hayır,620000
Aydın,Efeler,,140,3+1,2,4,8,Merkezi (Pay Ölçer),2,Var,Hayır,3650000
Aydın,Efeler,Yedi Eylül,120,3+1,16-20 arası,5,6,Kat Kaloriferi,1,Var,Hayır,1300000
Aydın,Efeler,Meşrutiyet,145,3+1,16-20 arası,5,5,Doğalgaz (Kombi),1,Var,Hayır,785000
Aydın,Efeler,Orta,40,1+1,3,1,4,Yok,1,Var,Hayır,600000
Aydın,Efeler,Efeler,45,1+1,3,2,4,Doğalgaz (Kombi),1,Var,Evet,775000
